NAME,STREET,POST_CODE,CITY,LONGITUDE,LATITUDE,HUMIDITY_AVG,PRESSURE_AVG,TEMPERATURE_AVG,PM10_AVG,PM25_AVG,TIMESTAMP
SZKOŁA PODSTAWOWA NR 1 IM. MARII KONOPNICKIEJ W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 1 IM. MARII KONOPNICKIEJ W PRUSZCZU GDAŃSKIM, NIEMCEWICZA, 83-000, PRUSZCZ GDAŃSKI,18.650575,54.261512, 56.300000000000004, 1021.9666666666667, 28.099999999999998,8.666666666666666,5.496666666666667, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA NR 2 IM. MIKOŁAJA KOPERNIKA W PRUSZCZU GDAŃSKIM, TYSIĄCLECIA, 83-000, PRUSZCZ GDAŃSKI,18.628278,54.260787, 49.166666666666664, 1014.1, 28.733333333333334,6.366666666666667,3.436666666666667, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA NR 3 IM. JANA MATEJKI W PRUSZCZU GDAŃSKIM, MATEJKI, 83-000, PRUSZCZ GDAŃSKI,18.636981,54.255547, 39.56666666666667, 1015.8000000000001, 34.699999999999996,4.899999999999999,2.596666666666666, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA NR 4 IM. IGNACEGO JANA PADEREWSKIEGO W PRUSZCZU GDAŃSKIM, KASPROWICZA, 83-000, PRUSZCZ GDAŃSKI,18.670231,54.263405, 55.0, 1016.2666666666668, 26.833333333333332,4.899999999999999,2.49, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA NR 13 W WIŚLE MAŁEJ, SOKOLA, 43-243, WISŁA MAŁA,18.793987,49.93368, 94.3, 991.7666666666668, 30.333333333333332,0.0,0.0, 2026-07-17 12:43:58
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W STUDZIENICACH, ŚW. JANA PAWŁA II 74, 43-215, STUDZIENICE,18.983576,50.016514, 36.36666666666667, 995.1333333333333, 37.166666666666664,2.533333333333333,1.493333333333333, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W SUSZCU, SZKOLNA, 43-267, SUSZEC,18.79149,50.03719, 72.33333333333333, 1000.4, 29.666666666666668,5.033333333333333,2.6, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA NR 11 W PORĘBIE, SZKOLNA, 43-200, PORĘBA,18.876488,49.984417, 45.93333333333334, 1000.2666666666668, 34.300000000000004,4.966666666666666,2.8200000000000003, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W WYSOCKU MAŁYM, KOŚCIELNA, 63-421, WYSOCKO MAŁE,17.84109,51.61033, 44.666666666666664, 992.1333333333333, 35.6,8.933333333333332,5.149999999999999, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA NR 3 IM. JULIANA TUWIMA W NOWEJ SOLI, BOTANICZNA, 67-100, NOWA SÓL,15.71186,51.82115, 63.166666666666664, 1006.3000000000001, 28.566666666666666,20.3,11.306666666666668, 2026-07-17 12:43:58
ZESPÓŁ SZKÓŁ W JANKOWIE PIERWSZYM, JANKÓW PIERWSZY, 62-814, JANKÓW PIERWSZY,17.987951,51.902107, 52.699999999999996, 995.3666666666667, 30.2,15.266666666666666,8.11, 2026-07-17 12:43:58
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W MESZNIE, MESZNO, 48-385, MESZNO,17.15378,50.43684, 83.53333333333333, 981.0666666666666, 33.1,9.033333333333331,4.77, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA IM. 16. PUŁKU UŁANÓW WIELKOPOLSKICH W GRUPIE, SZKOLNA, 86-134, GRUPA,18.643229,53.506348, 30.900000000000002, 1010.4, 35.6,6.3,3.586666666666666, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W KUROWICACH, SZKOLNA, 95-006, KUROWICE,19.6897942,51.6648927, 49.29999999999999, 991.5, 28.600000000000005,14.1,10.11, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA IM. POWSTAŃCÓW WIELKOPOLSKICH W BUDZYNIU, ROGOZIŃSKA, 64-840, BUDZYŃ,16.983885,52.8847, 39.333333333333336, 996.5333333333333, 31.96666666666667,10.633333333333333,6.086666666666666, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA W SWORNEGACIACH, SZKOLNA, 89-608, SWORNEGACIE,17.503073,53.86227, 46.0, 1000.2333333333332, 30.366666666666664,1.966666666666666,1.11, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W RASZÓWCE, 1 MAJA, 59-307, RASZÓWKA,16.18346,51.30514, 85.16666666666667, 994.4666666666667, 29.733333333333334,15.0,8.143333333333333, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W MUNINIE, 3-GO MAJA, 37-514, MUNINA,22.725977,49.997936, 56.5, 996.2999999999998, 6.8,68.4,42.61, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA IM. ALEKSANDRA FREDRY W SUROCHOWIE, SUROCHÓW, 37-500, SUROCHÓW,22.7635,50.02385, 42.4, 992.9666666666667, 32.06666666666667,13.766666666666666,7.776666666666667, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA IM. LOTNIKÓW ALIANCKICH W IŁOWEJ, PIASKOWA, 68-120, IŁOWA,15.20461,51.50227, 49.5, 993.7000000000002, 16.7,56.0,31.12, 2026-07-17 12:43:58
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W BOŻEJOWICACH, BOŻEJOWICE, 59-700, BOŻEJOWICE,15.541525,51.244331, 64.93333333333334, 990.0333333333333, 31.96666666666667,14.533333333333331,7.81, 2026-07-17 12:43:58
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W BRZEŹNIKU, BRZEŹNIK, 59-700, BRZEŹNIK,15.467881,51.243537, 99.90000000000002, 992.3333333333334, 30.566666666666666,4.1,2.199999999999999, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA W DĄBROWIE BOLESŁAWIECKIEJ, DĄBROWA BOLESŁAWIECKA, 59-700, DĄBROWA BOLESŁAWIECKA,15.57337,51.325929, 43.800000000000004, 999.5, 31.0,10.8,6.716666666666666, 2026-07-17 12:43:58
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W OCICACH, OCICE, 59-730, OCICE,15.492642,51.201123, 59.36666666666667, 995.9, 28.633333333333336,10.466666666666669,6.140000000000001, 2026-07-17 12:43:58
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W TRZEBIENIU, LEŚNA, 59-700, TRZEBIEŃ,15.599295,51.390285, 47.1, 981.2333333333332, 31.666666666666668,13.333333333333334,7.786666666666666, 2026-07-17 12:43:58
ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W ŻELISZOWIE, ŻELISZÓW, 59-700, ŻELISZÓW,15.636493,51.188462, 63.20000000000001, 992.8000000000001, 30.099999999999998,16.066666666666666,9.326666666666666, 2026-07-17 12:43:58
SZKOŁA PODSTAWOWA IM. MARII SKŁODOWSKIEJ-CURIE W KAWĘCZYNIE, KAWĘCZYN, 62-704, KAWĘCZYN,18.53126,51.90873, 91.88, 1014.65, 8.93,28.28,16.42, 2026-07-17 12:43:58
